codigo_disciplina,nome_disciplina,creditos,codigo_turma,professor,sala,vagas,dia,inicio,fim
INF01046,FUNDAMENTOS DE PROCESSAMENTO DE IMAGENS,4,B,MANUEL MENEZES DE OLIVEIRA NETO,SALA DE AULA 113 - PRÉDIO 43425 - Campus: Vale,24,SEGUNDA,13:30,15:10
INF01046,FUNDAMENTOS DE PROCESSAMENTO DE IMAGENS,4,B,MANUEL MENEZES DE OLIVEIRA NETO,SALA DE AULA 113 - PRÉDIO 43425 - Campus: Vale,24,QUARTA,13:30,15:10
INF01209,FUNDAMENTOS DE TOLERÂNCIA A FALHAS,4,U,SERGIO LUIS CECHIN,SALA DE AULA 113 - PRÉDIO 43425 - Campus: Vale,35,TERCA,13:30,15:10
INF01209,FUNDAMENTOS DE TOLERÂNCIA A FALHAS,4,U,SERGIO LUIS CECHIN,Laboratório de Ensino 104 - 43413 - Campus: Vale,35,QUINTA,13:30,15:10
INF01030,FUNDAMENTOS DE VISÃO COMPUTACIONAL,4,U,CLAUDIO ROSITO JUNG,SALA DE AULA 107 - P. 43425 - Campus: Vale,25,SEGUNDA,8:30,10:10
INF01030,FUNDAMENTOS DE VISÃO COMPUTACIONAL,4,U,CLAUDIO ROSITO JUNG,SALA DE AULA 107 - P. 43425 - Campus: Vale,25,QUARTA,8:30,10:10
INF01015,GERÊNCIA E APLICAÇÕES EM REDES,4,U,Jeferson Campos Nobre,Sala de Aula 108 - 43413 - Campus: Vale,15,SEGUNDA,13:30,15:10
INF01015,GERÊNCIA E APLICAÇÕES EM REDES,4,U,Jeferson Campos Nobre,Sala de Aula 108 - 43413 - Campus: Vale,15,QUARTA,13:30,15:10
INF01048,INTELIGÊNCIA ARTIFICIAL,4,A,Joel Luis Carbonera,SALA DE AULA 108 - PRÉDIO 43425 - Campus: Vale,21,TERCA,8:30,10:10
INF01048,INTELIGÊNCIA ARTIFICIAL,4,A,Joel Luis Carbonera,SALA DE AULA 108 - PRÉDIO 43425 - Campus: Vale,21,QUINTA,8:30,10:10
INF01048,INTELIGÊNCIA ARTIFICIAL,4,B,Joel Luis Carbonera,AUDITÓRIO 0 - Campus: Vale,20,TERCA,13:30,15:10
INF01048,INTELIGÊNCIA ARTIFICIAL,4,B,Joel Luis Carbonera,AUDITÓRIO 0 - Campus: Vale,20,QUINTA,13:30,15:10
INF05004,INTELIGÊNCIA ARTIFICIAL AVANÇADA,4,U,André Grahl Pereira,Sala de Aula 107 - 43413 - Campus: Vale,18,SEGUNDA,13:30,15:10
INF05004,INTELIGÊNCIA ARTIFICIAL AVANÇADA,4,U,André Grahl Pereira,Sala de Aula 107 - 43413 - Campus: Vale,18,QUARTA,13:30,15:10
INF01043,INTERAÇÃO HOMEM-COMPUTADOR,4,U,LUCIANA PORCHER NEDEL,SALA DE AULA 112 - PRÉDIO 43425 - Campus: Vale,30,TERCA,8:30,10:10
INF01043,INTERAÇÃO HOMEM-COMPUTADOR,4,U,LUCIANA PORCHER NEDEL,SALA DE AULA 112 - PRÉDIO 43425 - Campus: Vale,30,QUINTA,8:30,10:10
INF01107,INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,4,A,José Rodrigo Furlanetto de Azambuja,SALA DE AULA 114 - PRÉDIO 43425 - Campus: Vale,21,SEGUNDA,13:30,15:10
INF01107,INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,4,A,José Rodrigo Furlanetto de Azambuja,SALA DE AULA 114 - PRÉDIO 43425 - Campus: Vale,21,QUARTA,13:30,15:10
INF01107,INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,4,B,Claudio Machado Diniz,SALA DE AULA 114 - PRÉDIO 43425 - Campus: Vale,20,SEGUNDA,15:30,17:10
INF01107,INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,4,B,Claudio Machado Diniz,SALA DE AULA 114 - PRÉDIO 43425 - Campus: Vale,20,QUARTA,15:30,17:10
INF01107,INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,4,D,RENATO PEREZ RIBAS,SALA DE AULA 114 - PRÉDIO 43425 - Campus: Vale,28,TERCA,13:30,15:10
INF01107,INTRODUÇÃO À ARQUITETURA DE COMPUTADORES,4,D,RENATO PEREZ RIBAS,SALA DE AULA 114 - PRÉDIO 43425 - Campus: Vale,28,QUINTA,13:30,15:10
QUI99009,INTRODUÇÃO AO EMPREENDEDORISMO E INOVAÇÃO,4,A,CRISTIANO KRUG,Observação: As aulas desta turma ocorrerão no Campus do Vale,1,QUINTA,8:30,11:50
QUI99009,INTRODUÇÃO AO EMPREENDEDORISMO E INOVAÇÃO,4,C,DEBORA JUNG LUVIZETTO FACCIN,Sala 0104 F(ICE) do Prédio Centenário - Campus: Centro Observação: As aulas desta turma ocorrerão no Campus Centro,1,TERCA,13:30,16:50
QUI99009,INTRODUÇÃO AO EMPREENDEDORISMO E INOVAÇÃO,4,D,MAXIMILIANO SEGALA,Sala 601 - Campus: Saúde Observação: As aulas desta turma ocorrerão no Campus Saúde,3,QUINTA,18:30,21:50
