codigo_disciplina,nome_disciplina,creditos,codigo_turma,professor,sala,vagas,dia,inicio,fim
INF01124,CLASSIFICAÇÃO E PESQUISA DE DADOS,4,A,JOAO LUIZ DIHL COMBA,SALA DE AULA 116 - PRÉDIO 43425 - Campus: Vale,14,QUINTA,10:30,12:10
INF01124,CLASSIFICAÇÃO E PESQUISA DE DADOS,4,B,Lana Bertoldo Rossato,SALA DE AULA 116 - PRÉDIO 43425 - Campus: Vale,14,TERCA,13:30,15:10
INF01124,CLASSIFICAÇÃO E PESQUISA DE DADOS,4,B,Lana Bertoldo Rossato,SALA DE AULA 116 - PRÉDIO 43425 - Campus: Vale,14,QUINTA,13:30,15:10
INF01147,COMPILADORES,4,A,MARCELO DE OLIVEIRA JOHANN,SALA DE AULA 118 - PRÉDIO 43425 - Campus: Vale,15,TERCA,15:30,17:10
INF01147,COMPILADORES,4,A,MARCELO DE OLIVEIRA JOHANN,SALA DE AULA 118 - PRÉDIO 43425 - Campus: Vale,15,QUINTA,15:30,17:10
INF01147,COMPILADORES,4,B,LUCAS MELLO SCHNORR,AUDITÓRIO 1 - Campus: Vale,15,TERCA,10:30,12:10
INF01147,COMPILADORES,4,B,LUCAS MELLO SCHNORR,AUDITÓRIO 1 - Campus: Vale,15,QUINTA,10:30,12:10
INF05515,COMPLEXIDADE DE ALGORITMOS - B,4,A,André Grahl Pereira,SALA DE AULA 109 - PRÉDIO 43425 - Campus: Vale,5,SEGUNDA,10:30,12:10
INF05515,COMPLEXIDADE DE ALGORITMOS - B,4,A,André Grahl Pereira,SALA DE AULA 109 - PRÉDIO 43425 - Campus: Vale,5,QUARTA,10:30,12:10
INF05515,COMPLEXIDADE DE ALGORITMOS - B,4,B,LUCAS NUNES ALEGRE,SALA DE AULA 109 - PRÉDIO 43425 - Campus: Vale,8,SEGUNDA,13:30,15:10
INF05515,COMPLEXIDADE DE ALGORITMOS - B,4,B,LUCAS NUNES ALEGRE,SALA DE AULA 109 - PRÉDIO 43425 - Campus: Vale,8,QUARTA,13:30,15:10
INF01005,COMUNICAÇÃO DE DADOS,4,U,GABRIEL LUCA NAZAR,SALA DE AULA 111 - PRÉDIO 43425 - Campus: Vale,15,TERCA,8:30,10:10
INF01005,COMUNICAÇÃO DE DADOS,4,U,GABRIEL LUCA NAZAR,SALA DE AULA 111 - PRÉDIO 43425 - Campus: Vale,15,QUINTA,8:30,10:10
INF01185,CONCEPÇÃO DE CIRCUITOS INTEGRADOS I,4,U,SERGIO BAMPI,Sala de Aula 108 - 43413 - Campus: Vale,30,TERCA,15:30,17:10
INF01185,CONCEPÇÃO DE CIRCUITOS INTEGRADOS I,4,U,SERGIO BAMPI,Sala de Aula 108 - 43413 - Campus: Vale,30,QUINTA,15:30,17:10
INF01194,CONCEPÇÃO DE CIRCUITOS INTEGRADOS II,4,U,Claudio Machado Diniz,Laboratório de Ensino 103 - 43413 - Campus: Vale,30,TERCA,13:30,15:10
INF01194,CONCEPÇÃO DE CIRCUITOS INTEGRADOS II,4,U,Claudio Machado Diniz,Laboratório de Ensino 103 - 43413 - Campus: Vale,30,QUINTA,13:30,15:10
INF01032,EMPREENDIMENTO EM INFORMÁTICA,4,A,ERIKA FERNANDES COTA,SALA DE AULA 116 - PRÉDIO 43425 - Campus: Vale,8,SEXTA,8:30,11:50
INF01032,EMPREENDIMENTO EM INFORMÁTICA,4,B,ALEXANDRE DA SILVA CARISSIMI,SALA DE AULA 108 - PRÉDIO 43425 - Campus: Vale,7,SEXTA,8:30,11:50
INF01127,ENGENHARIA DE SOFTWARE N,4,A,LETICIA DOS SANTOS MACHADO,SALA DE AULA 112 - PRÉDIO 43425 - Campus: Vale,14,SEGUNDA,10:30,12:10
INF01127,ENGENHARIA DE SOFTWARE N,4,A,LETICIA DOS SANTOS MACHADO,SALA DE AULA 112 - PRÉDIO 43425 - Campus: Vale,14,QUARTA,10:30,12:10
INF01127,ENGENHARIA DE SOFTWARE N,4,B,LUCINÉIA HELOISA THOM,SALA DE AULA 116 - PRÉDIO 43425 - Campus: Vale,9,TERCA,15:30,17:10
INF01127,ENGENHARIA DE SOFTWARE N,4,B,LUCINÉIA HELOISA THOM,SALA DE AULA 116 - PRÉDIO 43425 - Campus: Vale,9,QUINTA,15:30,17:10
MAT01167,EQUAÇÕES DIFERENCIAIS II,6,B1,SUSANA FROMETA FERNANDEZ,F101 - Campus: Vale,25,SEGUNDA,10:30,12:10
MAT01167,EQUAÇÕES DIFERENCIAIS II,6,B1,SUSANA FROMETA FERNANDEZ,F101 - Campus: Vale,25,QUARTA,10:30,12:10
